Designator,Mid X,Mid Y,Rotation,Layer
C1,7.26,12.05,180.0,top
C2,11.76,12.05,180.0,top
C3,2.26,7.79,90.0,top
C4,9.5,7.79,90.0,top
C5,16.76,11.29,270.0,top
L1,5.26,9.54,0.0,top
L2,13.76,9.54,0.0,top
