Designator,Mid X,Mid Y,Rotation,Layer
C1,4.76,7.54,90.0,top
C2,10.76,13.54,270.0,top
C3,8.26,13.54,270.0,top
C4,8.26,5.54,90.0,top
C5,10.76,5.54,90.0,top
C6,14.51,11.54,270.0,top
C7,2.51,11.54,90.0,top
C8,16.76,7.54,270.0,top
L1,4.76,11.5775,90.0,top
L2,9.5,9.54,0.0,top
L3,14.51,7.54,90.0,top
